,title,rating,review_text,location,hotel,label
10,Precio desproporcionado,3,"Fuimos de vacaciones y pasamos solo 1 noche a Sevilla, y la experiencia no fue del todo buena. Llegamos a la habitación y no habían toallas en el baño. Además a las 8 de la mañana nos tocaron la puerta despertándonos, y luego entraron a la habitación antes de que alcanzáramos a responder (al parecer para dejar algo, se fueron en seguida). La cama rica y todo muy limpio. No me gustó tampoco que había que pagar mucho para incluir el desayuno y el estacionamiento. ",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,3
11,"SEVILLA CENTER, UN DISGUSTO EN EL CENTRO DE SEVILLA.",1,"Sevilla Center, un disgusto en pleno centro de Sevilla. Horrible experiencia, el que se supone que iba a ser mi mejor día de vacaciones se convirtió en el peor. NO LO RECOMIENDO.  Mi pareja y yo venimos de Madrid para ver a familiares y nuestro último día quisimos pasar el día solos en un bonito hotel CON PISCINA (en Sevilla hace mucho calor y queríamos poder aprovechar la tarde con un baño refrescante) cerca del centro para pasear despuésy sobretodo que prometía cumplir las normas de seguridad referentes al COVID19 (algo muy importante para nosotros). Cuando vimos la Página web de este hotel nos pareció el hotel perfecto, tenia todo lo que queríamos. FUE UN GRAN ERROR.  Cuando llegamos a la piscina vemos que esta atestada de gente que pasea por el recinto sin mascarilla, ojo,…",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,0
12,No comáis en la piscina,3,"La habitación, la piscina  y el personal muy bien, el bar de la piscina pésimo, todo excesivamente escaso y muy caro, no suelo quejarme de la comida, pésimos pintas de solomillo y pusieron 4 trocitos duros  y lo mejor es la parrilla de verduras, 4 trozos de pimientos 4 trocitos de cebolla y 4 de champiñón, vamos un  robo",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,3
13,Estancia,3,"Estancia normal, por debajo de las expectativas y con frío en las habitaciones No encontré ayuda con el equipaje Al estacionar el coche para el check.-in me increpó un taxista porque no hay sitio disponible para estacoinar",Seville_Province_of_Seville_Andalucia,Melia_Lebreros,3
14,Más errores que aciertos,2,"Una experiencia muy agridulce, por no decir pésima.   Llegamos al hotel, teníamos dos reservas una para el sábado noche en The Level, hab. normal, y otra para el domingo en Junior suite. Cuándo llegamos al check-in nos comunicaron que no tendríamos que hacer ningún tipo de check-out y check-in ya que la habitación, junior suite estaría disponible pronto. Una vez terminamos el check-in, subimos a la habitación y tuvimos que bajar nuevamente ya que la habitación estaba sin hacer. Nos dieron otra habitación, misma planta, mismas características. 10 minutos más tarde, room-service nos trajo un ""detalle"" que consistía en dos botellitas de agua y unas chuches. Me imagino que harían, o cual sería el detalle si los huéspedes tuviesen 30 años más. Se me cae la cara de verguenza si…",Seville_Province_of_Seville_Andalucia,Melia_Lebreros,0
15,Ruido insoportable de discoteca,1,"Debajo de la habitación 304 hay una terraza de una discoteca. Música y gritos hasta las 6,30 am!! En fin, no he dormido nada. A otros compañeros que han dormido en esa planta dando a la discoteca les ha ocurrido lo mismo. Al reclamar en recepción, ningun comentario y extrañados de ello",Seville_Province_of_Seville_Andalucia,Melia_Lebreros,0
16,"Todo fabuloso , hasta que vas",2,"Asi fue , todo muy bonito fotos , experiencias , entras el personal y la primera…..Ninguna manera de cargar tu coche… la segunda? Una suite en una tercera planta debajo de una discoteca?Pues si al parecer e. Ese hotel si.",Seville_Province_of_Seville_Andalucia,Melia_Lebreros,0
17,Muy caro para lo que es,1,"Al llegar, mientras esperábamos para hacer el checking había una señora quejándose de que olía a cañería su habitación. Pues bien, tenía toda la razón, nos dieron una habitación con un olor asqueroso a pipi, insoportable, nos la cambiaron. Pero es que cuando estábamos entrando, llegó una limpiadora y entró, “me han dicho que ocurre algo en el baño”, echó ambientados y se fue… si ya saben que hay habitaciones con ese problema me parece de vergüenza que la den a los clientes.  Una de las toallas del baño estaba vieja, con boquetes… ¡de vergüenza! El hotel en general muy viejo y los pasillos no huelen bien.  No recomiendo ese hotel.",Seville_Province_of_Seville_Andalucia,Melia_Lebreros,0
18,No recomendado,2,"Fuimos a una oposición y escogimos este hotel por cercanía a la prueba con desayuno incluido al llegar nos dijeron que cafetería no abría hasta las 7.30, dijimos que nos reembolsaran el desayuno y no lo hicieron, nos montaron un desayuno en recepción nefasto con máquina de café estropeada incluida. En definitiva nos fuimos al examen sin desayunar.",Seville_Province_of_Seville_Andalucia,NH_Collection_Sevilla,0
19,Estancia 1 noche,3,"En términos generales el hotel está bien. Las habitaciones necesitan una actualización: ya se aprecia el desgaste y la decadencia. Hotel muy bien situado. Personal excelente. Pequeña incidencia en la habitación, a la que reaccionaron inmediatamente y que resolvieron de manera satisfactoria. ",Seville_Province_of_Seville_Andalucia,NH_Collection_Sevilla,3
20,Mal servicio,2,"Conozco este hotel por varios años. En principio jamás me han cobrado el parquin. En esta ocasión pregunté, como siempre, en recepción por el parquin y muy amablemente me dijo el recepcionista que sin problema, como siempre. Mi sorpresa es que al ir a entregar la llave y validar el tiquet, me dice el señor de recepción, bastante serio, que me lo iba a cobrar, le hice saber lo que me dijo su compañero, y casi sin mirarme, obviandome completamente me larga la nota de cargo del parquin, por 10 euros. Cantidad ridícula, pero actuación nefasta del recepcionista que me lleva a no volver a ese hotel en mis viajes a Sevilla.",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,0
21,Mala experiencia personal,1,"Ayre Seville  Poco simpáticos y publicidad inexacta   797571471  Hotel desaconsejable, pedí en la propia reserva de Booking que las ventanas se pudiera abrir. No contestaron y en cuanto estuve allí una recepcionista de forma poco educada me dijo que no que las ventanas no se pueden abrir que si no la gente se tiraria. Ante tal argumento 😳 Anule la habitación y me mintieron diciéndome que no cobrarían nada y si lo hicieron a pesar de que la reclamación la hice a través de Booking. No tengo constancia de la devolución de un servicio que reserve el mismo día y que no tenia gastos de cancelación y me la cobraron Esa fue mi experiencia en el hall y no conozco las instalaciones pero vamos que no se puedan abrir las ventanas porque la gente se tiraría es de en fin. Igual tenía un mal…",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,0
22,Macro hotel junto a Santa Justa,3,"Hotel muy grande junto a la estación de Santa Justa,pedi una cama grande y se equivocaron por diversos motivos,me dieron una habitación la 505 ruidosa y cama pequeña,no pensaba volver y hoy en recepción mostre mi descontento,me acaba de llamar la responsable de Calidad y me ha aclarado todo,un gusto y un placer que las cosas funcionen,volvere gustoso",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,3
23,Esos baños necesitan higiene y renovación,3,"El trato y amabilidad de los trabajadores excelente. Las instalaciones generales bien, el desayuno bueno. Las habitaciones espaciosas con camas cómodas. Un pero, el baño necesita una obra, olores a tuberias, elementos de los sanitarios que necesitaban cambio hace mucho tiempo y con otras zonas son un nido de infecciones, griferia desenacajada y anticuada...",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,3
24,Normalito ,3,Normalito para ser un 4 estrellas. El trato bien. Todo correcto. Bien adaptado al protocolo Covid. Lo mejor que está al lado de la estación de tren y para ir a la ciudad por trabajo resulta muy cómodo  ,Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,3
25,Olor a cigarrillo y calor,1,"El hotel enciende la calefacción sin que haya suficiente frío y no es posible graduarla porque es central , tuve que cambiar de habitación a media noche por calor y al tener la nueva habitación las sabanas olían a cigarrillo a pesar de estar prohibido fumar en las habitaciones y como si no fueran sábanas limpias. En fin muy mala higiene y servicio",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,0
26,Recepcionista desagradable ,2,"Acudí con mi marido, al llegar a la habitación vimos que eran dos camas, educadamente bajamos a la recepción para preguntar si había alguna cama de matrimonio, pero rápidamente nos respondió que no (de manera muy seca)... “que juntemos la camitas y es lo mismo...” es la misma respuesta que les daría a una pareja heterosexual? Gracias a ese recepcionista no volveremos a pisar ningún hotel de vuestra cadena... cansado",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla,0
27,Decepcionante.,2,"Elegi este hotel entre otras cosas,por su ubicacion y por la estetica,coqueto y pintoresco. Las recepcionistas muy amables y profesionales,pero en cuanto a las prestaciones..un hotel 4 estrellas con servicio de pension. Solo funciona el desayuno,el servicio absolutamente precario,ni siquera la nevera disponible en la habitacion estaba servida,ni jacuzzi,ni sauna,la terraza estupenda,un poco dejada,eso si las habitaciones muy acogedoras y limpias,lastima la falta de servicios,que impiden el disfrute en sus instalaciones.",Seville_Province_of_Seville_Andalucia,Hotel_Boutique_Las_Casas_de_El_Arenal,0
28,"El Hotel necesita muchas mejoras para las 4* que tiene, calidad precio incompatibles.",2,"Bastante decepcionada, suelo ir a hoteles de 4* y son mucho mejores. Las camas y almohadas muy incomodas, el mobiliario esta muy usado, el servicio de limpieza pésimo, dos días no se llevaron las toallas sucias y tampoco nos pusieron limpias, tuvimos que pedir toallas en recepción y como no tenían nos dieron de la piscina, también pedí otra almohada y no tienen de repuesto. Respecto a la televisión no se ven casi ningún canal y tampoco supieron arreglarlo, el chico que subió a la habitación no tenia ni idea. Cuando entramos en la habitación no estaba limpia había mucho polvo y un peine usado en el suelo que seria de los clientes anteriores. El baño muy antiguo. En relación calidad precio no corresponde con lo pagado.",Seville_Province_of_Seville_Andalucia,Catalonia_Santa_Justa_Hotel,0
29,Medio aceptable,3,"Reservamos una habitación deluxe en la cual el lavabo estaba atascado y se llenaba de agua hasta arriba , se suponía que la tele tenía smart tv lo cual no es así porque no tiene acceso a Internet por lo que no se podía usar el smart tv , nos ofrecieron cambiar de habitación a las 12 de la noche y nos dijeron que nos avisarían y estuvimos esperando pero nunca lo hicieron . No tiene servicio de descubierta como ofrecen en la información de la habitación. Y aún siendo temporada baja tampoco puedes hacer el uso del Early check-in ni del Late check- out . Parte del personal genial la otra parte deja mucho que desear.",Seville_Province_of_Seville_Andalucia,Catalonia_Santa_Justa_Hotel,3
30,Mejorable,3,"Como ya he contestado en el formulario, hay cosas mejorables. Como por ejemplo el tema de la piscina y los turnos, las ventajas de clientes rewards, el tema de plagas en habitaciones, la amabilidad del personal de recepción, etc. ",Seville_Province_of_Seville_Andalucia,Catalonia_Santa_Justa_Hotel,3
31,Hotel con mascotas y spa regulero,3,"El hotel está bastante bien, todas las medidas de covid perfectas y el servicio muy amable. El único problema es que se permiten mascotas en el hotel, por lo que si eres alérgico no te hará ninguna gracia estar en la habitación estornudando todo el tiempo. Se ve que es habitual en los catalonia, porque no es la primera vez que pasa.  Por otra parte, reservamos el spa y tuvimos que pagar 4€ por unas chanclas, que no nos avisaron que deberíamos llevar. Deberían comunicar lo necesario para disfrutar de las instalaciones, sin necesidad de ir sacando dinero.",Seville_Province_of_Seville_Andalucia,Catalonia_Santa_Justa_Hotel,3
32,Muy pobre par aun 4 estrellas,3,"El hotel muy bonito y buena ubicación en general. Pero los servicios para ser un 4 estrellas son muy pobres. Lo mismo si quieres estar en la piscina, al no estar arriba del todo y haber edificios o vas a primera hora o no tomas el sol. Además es enana",Seville_Province_of_Seville_Andalucia,Occidental_Sevilla_Viapol,3
33,Normalito,3,"Lo mejor del hotel es la ubicación...lo demás es bastante normal. Sinceramente esperábamos más para  un hotel de la cadena Barceló, hemos estado en otros hoteles de la cadena y teníamos unas expectativas más elevadas para este.",Seville_Province_of_Seville_Andalucia,Occidental_Sevilla_Viapol,3
34,No es un Barcelo,1,"No tiene la calidad de la cadena Barcelo.  El personal de recepción (Rafael) poco resolutivo. En la página web del hotel indican que en las junior suite pueden poner dos camas adicionales, se solicita a la hora de hacer la reserva, pero al llegar al hotel nos indican que este servicio en el hotel no lo hacen. Pertenezco al servicio my barcelo y no hemos disfrutado de ningún servicio, ni servicio de bienvenida, ni detalle de bienvenida, ni minibar ni una simple botella de agua en la habitación a nuestra llegada. Me parece increíble que la cadena Barcelo, tenga este hotel en su cadena. Lástima que en el Barcelo Renacimiento no hubiera habitaciones, porque estoy seguro que no hubieramos tenido estos problemas. ",Seville_Province_of_Seville_Andalucia,Occidental_Sevilla_Viapol,0
35,Una pena. No vale las 4 estrellas. Necesita reforma y mejor servicio. Pero muy bonito sitio,3,"Es una pena. Hace muchos años que lo crearon y era estupendo, pero con el tiempo se ha deteriorado muchísimo. Se supone que es de cuatro estrellas pero deja muchísimo que desear. Son casas de la antigua judería, unidas todas por un pasadizo o algunas de ellas cruzando alguna calle. Los patios son preciosos, dan ganas de quedarse todo el día disfrutando del silencio y de la belleza.  Hay solo un restaurante y tiene horario bastante restringido y sin embargo en todas las casas que hay no hay nada para poder comer algo si tienes hambre. En la habitación no había nevera ni siquiera con agua.  En la casa en la que me alojé, San Clemente, había un salón donde sentarse, pero nada más. Hice la reserva con meses de antelación y me dieron una en medio de una de las callejuelas de las…",Seville_Province_of_Seville_Andalucia,Las_Casas_de_la_Juderia,3
36,No hay churros,3,"El hotel buena ubicación , cuarto de baño modificado muy bueno , las camas incómodas y se escucha todos los ruidos del exterior ,el desayuno malo no lo siguiente , los trabajadores muy amables  ,  son detallistas cuando llegas a la habitación tienes una bolsa de la cadena y dos botellas de agua en el mini frigorífico ",Seville_Province_of_Seville_Andalucia,Hotel_Virgen_de_los_Reyes,3
37,Perfecto para ir de paso y bien ubicado.,3,"Hotel algo renovado situado en el Barrio de Nervión, cerquita del Sánchez Pizjuan y del Corte Inglés. Le falta alguna renovación  pero para pasar 1 o 2 noches de paso perfecto, el precio acorde a sus instalaciones. Repetiría...",Seville_Province_of_Seville_Andalucia,Hotel_Virgen_de_los_Reyes,3
38,Bueno,3,"El hotel la verdad que está bien para ser tres estrellas, nosotros nos alojamos allí por su situación cerca del estadio del Sevilla puesto que fuimos a ver al Granada. Con el transporte público estas en el centro en un rato, las habitaciones normalistas, algo antigua, la.gente de recepción bastante amables.y atentos, yo creo que por el precio repetiría ",Seville_Province_of_Seville_Andalucia,Hotel_Virgen_de_los_Reyes,3
39,Por una noche,1,Habitacion amplia pero algo sucia y mui viejo para estar a ese precio 70 euros la noche...bañera con mugre alrededor las camas incomodas a ser dos pekeñas y abrimos las camas y tenía pelos publico y la toallas no tenían olor y el aire no calentaba apena y la ventana mui alta para abri. Las camas si estaban mui bien echas pero de nada sirve si ahí pelos lo veo un precio exagerado cuando parece tipo albergue..,Seville_Province_of_Seville_Andalucia,Hotel_Virgen_de_los_Reyes,0
40,NI HIGIENE NI MEDIDAS,1,Habitacion con sabanas manchadas y con pelos No tiene logica que entreguen una habitacion con pegatinas informando de que el protocolo covid se ha llevado a cabo siendo totalmente falso La nevera es de juguete,Seville_Province_of_Seville_Andalucia,Hilton_Garden_Inn_Sevilla,0
41,Este alojamiento no se merece representar el nombre que tiene. Experiencia regular.,3,"Estuvimos alojados desde el domingo día 8 de agosto hasta el martes día 10. Elegimos este hotel ya que tuvimos muy buenas experiencias en otros alojamientos de esta cadena y se nos hizo entender que todos son similares, además de mantener todos los beneficios del programa “Miembros Hilton”. La atención telefónica fue correcta aunque no siempre resultó sencillo que nos cogiesen la llamada.  Cuando llegamos a la habitación esta era bastante pequeña, aunque lo que más nos disgustó fue la limpieza del baño, el cual olía a humedad y tenía pelos.  Como comentamos antes, somos miembros Hilton, por lo cual pagamos 10 euros más para no obtener ningún tipo de beneficio, tal si quiera una botella de agua de cortesía.  En relación al COVID, no hay demasiado control, sobre todo en la piscina…",Seville_Province_of_Seville_Andalucia,Hilton_Garden_Inn_Sevilla,3
42,Bonito Hotel pero alejado,3,"En nuestro caso fue estancia obligada, vuelo cancelado. El hotel esta alejado y no conviene ir caminando menos de noche.  Habitaciones completas, al menos la asignada en la 10 planta. Se le nota que hay falta mantenimiento porque las laminas del suelo estaban algunas casi levantadas por las uniones, descalzo puedes cortarte. Los bastidores de las puertas, feos por lo demás todo bien. El personal muy agradable y atento.  El desayuno mal atendido, solo una persona a la que se le pedía  casi sin saber pues no podías acceder a nada, solo el café de la maquina. He estado en hoteles en esta semana y el Buffet funcionaba perfectamente, siempre siguiendo las señales marcadas en el suelo.",Seville_Province_of_Seville_Andalucia,Hilton_Garden_Inn_Sevilla,3
43,Almohadas PÉSIMAS… de las peores que me he encontrado en un hotel,1,"Trato de recepción cordial y correcto,ubicación del hotel muy buenas,buenas instalaciones también,pero lo de la almohada… finas y mal rellenadas,en recepción la solución que me dan es darme otra igual… ya que no tienen otras… el secador roto y nada de menaje de baño,tipo peine,cuchillas de afeitado,bolsas de ducha para el pelo ",Seville_Province_of_Seville_Andalucia,Hilton_Garden_Inn_Sevilla,0
44,Decepción,2,"Uno podría esperar de la cadena Hilton un estándar de calidad diferente, algo que diferencie a sus hoteles (para bien) del resto, pero lamentablemente no es así.  La habitación está llena de detalles que hacen ver el descuido (ver fotos), y además la cama es realmente incómoda (un hotel de 4* no puede tener una cama tan mala). Por cierto, al ser alérgico al polvo notaba por la noche un poco de reacción alérgica Lo comprendí todo cuando casualmente vi lo que había detrás del espejo del cuarto de baño, tenía polvo acumulado desde tiempo inmemorial. Quizás también había polvo en las cortinas, aunque eso no lo puedo saber. Sobre el tema de la limpieza: si cenas verás en el desayuno a la mañana siguiente restos de suciedad de la noche anterior por el suelo (!). La carta del…",Seville_Province_of_Seville_Andalucia,Hilton_Garden_Inn_Sevilla,0
45,Pasable,3,"Durante mis vacaciones en Andalucía ha estado en esta pensión!! La verdad es que lo mejor que tiene es la ubicación ja que forma parte del centro histórico de la ciudad. En referencia a la estancia es correcta, para una noche si pero para más yo no la recomendaria",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Pino,3
46,"por su excelente situación, muy cómoda para ir y venir",3,"Está muy bien situada, la cama muy cómoda y la habitación amplia, lo malo que el baño que no estaba mal de apariencia tenía a ratos olores a desagüe. El desayuno bien, aunque faltaba algo dulce como alguna galleta, sin embargo sí que había mermelada",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Pino,3
47,Horroroso,1,"La ventana del balcón no cerraba bien, la tenían con un cerrojo chapucero que dejaba toda la parte de arriba abierta, con lo cual el ruido que se colaba por la rendija te despertaba por las noches, los cristales de la ventana tenia pequeñas puertas de madera para impedir entrar la luz y faltaban 3, como el aire acondicionado esta incrustado en la ventana no podías correr las cortinas para que la luz del amanecer no te molestase. La balda donde estaba colocado el televisor tenia 3 cm de polvo al igual que el televisor. El secador del baño no funcionaba. E fin un desastre ni lo recomiendo ni vuelvo.",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Pino,0
48,No encontramos lo que contratamos,1,"Habíamos contratado a través de la web una habitación cuádruple con 2 camas de matrimonio... al llegar nos dicen que eso es imposible, que no existe esa habitación. Les enseñamos las fotos de la web y nos contestan que «es marketing»... Desastrosa resolución de problemas, 2 horas tardaron en no solucionar nada. No volvemos a ir nunca. Publicidad en su web engañosa.",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Pino,0
49,Una y no más.,2,"Para estar donde está, y la  cadena que es... Menuda depecion. Además de ser antiguo, suelo con moquetas, necesita Más mantenimiento!!!! Puerta rota, cortinas sucias, mucho ruido porque no tiene insonorizacion...  Por no hablar del cuarto de baño! No cabes en el wc cuanto más para limpiarte.  Y del parking.... Intentando más de 4 veces buscar la plaza correcta, parking súper pequeño, estrecho y me voy con arañon en mi coche por parte ajena.  Le sobran estrellas!",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,0
50,Regular,3,"Nos hemos alojado una noche, ubicación buena,. Desayuno para un 4 estrellas debería haber más calidad y estándar. No había camareros, el maitre en la puerta comandando quien entraba y nadie más. Ni siquiera nos han preguntado en el Check out como fue nuestra estancia. En el check in le cobran directamente pero por la manana ni saludaron. Reformas necesita el hotel, zonas muy degradadas",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,3
51,PARA REFORMAR,3,"Tiene olor a rancio, no a viejo  en las habitaciones mobiliario y moquetas para cambiar urgentemente dos personas en recepción para tantas habitaciones, que a pesar de su buen hacer no pueden evitar colas",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,3
52,Personal excelente pero no es un 4 estrellas,3,"En este momento necesita con carácter urgente una reforma para ser un 4 estrellas, la moqueta está regular la decoración obsoleta, baños antiguos, alicatado lleno de agujeros tapados con masilla, regular, pero eso sí, el personal es estupendo, muy amable y agradable, el desayuno es bueno, el parking 20 euros día. He de decir igualmente que tampoco tienen precios de 4 estrellas son coherentes y tienen precios adecuados y moderados. Relación.calidad precio buena. Espero poderme alojar en otra ocasión y compartir con vosotros que han ido actuqlizando el hotel",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,3
53,Hotel **,2,"El hotel está viejo y necesita una reforma, las paredes no están insonorizadas y se escucha todo. Las camas son viejas y mejor no te muevas porque suena un montón. La foto que adjunto son mis vistas. No hay enchufe cerca de la cama y no se porque pero hay toma de teléfono en el cuarto de baño.  La piscina tiene horario y va por turnos de 1h y 30 min que nos lo dijeron al llegar. Haces pie en todo la piscina (1,50 m) y el agua no está muy limpia (está un poco verde).  El desayuno es bastante simple ya que no hay mucho donde elegir.  Los trabajadores del hotel todos muy amables y atentos.  El hotel está en muy buena zona, cerca del centro de Sevilla y tiene unas vistas muy bonitas en la azotea.",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,0
54,Cosas que no ne gustan y si ne gustaron,2,"He pasado noche en el hotel y no me gusta nada porque se escucha todo lo que sucede en las habitaciones cercanas.si roca,si habla,si va al baño etcc se escucha igual que si estuviera dentro de nuestra habitación. Tampoco me gusta el funcionamiento de las cisternas del baño,escuche a más personas quejándose.tuvimos qué echar agua al Water con la papelera .la mininevera de la habitación no estaba funcionando y tenía muy mala pinta. El desayuno fenomenal y buen servicio.las ventanas tipo balcón a la calle me encantaron.a mi lo que me horroriza fue que se escucha todo de la habitación de al lado.",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,0
55,CORRECTO HOTEL,3,"En cuanto a la habitación todo correcto pues la habitación familiar para dos adultos y dos niños es suficientemente amplia. Ninguna queja en tal sentido. En cuanto al mobiliario sí es cierto como dicen algunas opiniones que es un tanto obsoleto pero sinceramente sigue siendo práctico y funcional por lo que tampoco es un defecto. Sí es cierto que nos tocó un problema en la gestión de ocupación de la piscina y es que tan solo un día antes de la llegada al hotel se nos advirtió por email que la entrada en la piscina estaba limitada a un número concreto de personas. Si es así por COVID pues no hay más remedio y se acata, es lógico, pero la queja está en que siendo un hotel tan grande y con una ocupación tan alta lo más razonable es que se hicieran tramos de tiempo más cortos para el…",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,3
56,"Se cae a pedazos, horroroso",1,"Voy a ser rapidito: El personal amable y limpieza buena. El hotel se cae literalmente a pedazos, necesita una reforma pero de haberse hecho hace 10 años. De centrico nada de nada, precisamente es que ni esta en el casco historico, hay que coger autobus o taxi si quieres llegar a ver giraldas y demas. Aparcamiento horroroso en el hotel. Listo, sino me creen vayan.",Seville_Province_of_Seville_Andalucia,Exe_Sevilla_Macarena,0
