"id","hotel_id","archivo_id","plataforma","fecha_review","texto_limpio","idioma","cargada_en"
15365,1,12,booking,2026-03-26,"Buenas instalaciones en general, eso si peoblemas con el agua caliente.",es   ,2026-04-18 22:38:18.834 -0500
13280,1,12,booking,2026-03-23,Buena relacióncalidaddprecio. aunque problemas con el agua ccaliente.,es   ,2026-04-18 22:38:18.834 -0500
16103,1,12,booking,2025-10-24,Honestamente [PERSONA] con el agua calliente.,pt   ,2026-04-18 22:38:18.834 -0500
15441,1,12,booking,2026-01-08,"Me gusto el servicio, igual no habia agua caliente en la mañana.",es   ,2026-04-18 22:38:18.834 -0500
13890,1,12,booking,2025-11-04,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
11967,1,12,booking,2026-02-17,La verdad No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13545,1,12,booking,2026-04-12,Aunque nohabia agua caliente en la mañana. El wifi funcionaba bien.,es   ,2026-04-18 22:38:18.834 -0500
16402,1,12,booking,2025-10-11,Excelente ubicacion cerca a todo. aunque igual no habia agua caliente en la mañanna.,es   ,2026-04-18 22:38:18.834 -0500
12478,1,12,booking,2025-12-20,La ubicación es muy buena. pero problemas conel agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
16569,1,12,booking,2025-11-05,Honestamente [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14837,1,12,booking,2026-02-13,La habutación estaba limpia. [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
12175,1,12,booking,2026-01-22,La verdad [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
15263,1,12,booking,2025-11-12,El parqueadero fue util. la verdad no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
12565,1,12,booking,2026-01-28,No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
12848,1,12,booking,2026-01-08,Buena ubicacion para moverse por la ciudad. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
15971,1,12,booking,2026-03-21,La habitación estaba limpia. aunque igual no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14104,1,12,booking,2025-10-21,Pues No habia agua caliente en la manana y poca variedad en el desayuno.,es   ,2026-04-18 22:38:18.834 -0500
12118,1,12,booking,2026-02-12,Honestamente No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13425,1,12,booking,2025-11-03,"Burna ubicacion para moverse por la ciudaad, eso sí problemas con elagua caliente.",es   ,2026-04-18 22:38:18.834 -0500
12631,1,12,booking,2025-12-25,Todo estuvo bien en geneeral. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13742,1,12,booking,2026-04-07,El parqueadero fue util. pero la verdad no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
15081,1,12,booking,2025-11-11,El precio era algo elevado para lo que ofrece y no habia agua caliente enla mañana.,es   ,2026-04-18 22:38:18.834 -0500
15672,1,12,booking,2025-12-04,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
13955,1,12,booking,2025-10-15,La ubicacion es muy buena. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13657,1,12,booking,2026-03-04,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
11879,1,12,booking,2026-01-01,La verdad [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
16752,1,12,booking,2025-10-19,Eso sí problemas con el agua caliente. [PERSONA] con lo que promete.,es   ,2026-04-18 22:38:18.834 -0500
12683,1,12,booking,2026-01-26,Aunque no hsbia agua caliente [PERSONA]. La ubicacion es muy buena.,es   ,2026-04-18 22:38:18.834 -0500
16718,1,12,booking,2026-01-26,Sin embargo problemas con el agua caliente. El desayuno estuvo muy rico.,es   ,2026-04-18 22:38:18.834 -0500
16881,1,12,booking,2026-03-05,La verdad problemas con el agua caliente. Todo esttuvo bien en geneeral.,es   ,2026-04-18 22:38:18.834 -0500
16522,1,12,booking,2026-01-29,El ascensor tardaba mucho y problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
12354,1,12,booking,2026-04-05,"La habitación estaba limpia, eso sí problemas con el agua caliente.",es   ,2026-04-18 22:38:18.834 -0500
11956,1,12,booking,2026-03-14,El wifi funcionaba bien. eso sí problemss con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14363,1,12,booking,2026-01-14,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
15277,1,12,booking,2025-11-22,Ls recepcion fue muy cordial. aunque no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
16635,1,12,booking,2025-11-10,El personsl hizo todo lo posiblle por ayudar. eso si problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
15885,1,12,booking,2025-10-23,HonestamenteProblemass con el agua caliente.,pt   ,2026-04-18 22:38:18.834 -0500
13466,1,12,booking,2026-03-16,"La ubicacion es muy buena, sin embargo problemas con el agua caliente",es   ,2026-04-18 22:38:18.834 -0500
14129,1,12,booking,2025-10-06,Aunque problemascon el agua caliente. El check in fue rapido.,es   ,2026-04-18 22:38:18.834 -0500
16148,1,12,booking,2026-02-15,[PERSONA] justto por lo que ofrece. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
11615,1,12,booking,2026-01-30,No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
12116,1,12,booking,2026-02-15,El personal fue muy amable. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14633,1,12,booking,2026-04-15,No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13349,1,12,booking,2026-02-10,La verdad En recepcion se demoraron demasiado y no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14112,1,12,booking,2026-02-19,El personal fue muy amable. la verdad no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14783,1,12,booking,2025-10-11,Aunque igual no habia agua caliente en la mañana. Todo estuvo bien en general.,es   ,2026-04-18 22:38:18.834 -0500
13929,1,12,booking,2026-01-13,La verdad [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14811,1,12,booking,2025-11-06,La habitación estaba limpia. sin embargo problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14938,1,12,booking,2025-12-06,No habia agua caliente en la mañana y el parqueadero era muy pequeño.,es   ,2026-04-18 22:38:18.834 -0500
13901,1,12,booking,2025-10-14,Demasiado ruido externo y no habia aguacaliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
12081,1,12,booking,2026-02-15,[PERSONA] relacionn calidad precio. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13932,1,12,booking,2026-03-20,[PERSONA] justo por lo queofrece. eso sí problemas con el aguua caliente.,es   ,2026-04-18 22:38:18.834 -0500
16085,1,12,booking,2026-03-23,La habitación estaba limpia. aunque igual problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
16507,1,12,booking,2026-03-20,Honestamente [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
15236,1,12,booking,2026-02-04,Pues La atenCion pudo ser mejor y no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
12633,1,12,booking,2026-04-03,Me gusto el servicio. aunque problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
13933,1,12,booking,2025-12-08,"[PERSONA] justo por lo que ofrece, pero la verdad no habia agua caliente en la mañana.",es   ,2026-04-18 22:38:18.834 -0500
16778,1,12,booking,2025-11-02,Buena experiencia en general lo recomiendo. eso si no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
15846,1,12,booking,2025-12-30,Pues No habia agua caliente en la mañanaa.,es   ,2026-04-18 22:38:18.834 -0500
12417,1,12,booking,2025-12-24,Aunque no habia agua caliente en la mañana y se escuchaba todo del pasillo. Muy bien ubicado cerca al centro.,es   ,2026-04-18 22:38:18.834 -0500
16231,1,12,booking,2026-04-05,La verdad No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14226,1,12,booking,2026-03-26,El check in fue rapido. No habia aguacaliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14962,1,12,booking,2026-01-14,La verdad no habua agua caliente en la mañana. El cuarto era amplio,es   ,2026-04-18 22:38:18.834 -0500
12070,1,12,booking,2026-04-18,La verdad no habia agua caliente en la mañana. Me parecio un hotel muy completo.,es   ,2026-04-18 22:38:18.834 -0500
13299,1,12,booking,2026-04-03,La ubicacion es muy buena. la verdad no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
16160,1,12,booking,2026-02-06,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14227,1,12,booking,2026-02-04,Honestamente Nohabia agua caliente en la mañana,es   ,2026-04-18 22:38:18.834 -0500
15312,1,12,booking,2026-02-05,Buen servicio de habitaciones. la verdad problemas con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
11828,1,12,booking,2025-12-31,El personal hizo todo loposible por ayudar. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
14764,1,12,booking,2025-12-05,Honestamente [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
13192,1,12,booking,2025-11-01,La verdad [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
14916,1,12,booking,2026-01-04,Aunque no habia agua caliente en la mañana. Habitacion espaciossa y limpia.,es   ,2026-04-18 22:38:18.834 -0500
14739,1,12,booking,2026-01-10,No habia agua caliente en la mañana y los muebles estaban algo deteriorados.,es   ,2026-04-18 22:38:18.834 -0500
14028,1,12,booking,2025-11-24,Muy buena vista desde la habitacion. pero la verdad no habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
13197,1,12,booking,2026-03-18,Cumple con lo que promete. pero la verdad problemas con el agua caliennte.,es   ,2026-04-18 22:38:18.834 -0500
13577,1,12,booking,2025-12-20,Habitacion espaciosa y limpia. No habia agua caliente en la mañana.,es   ,2026-04-18 22:38:18.834 -0500
15337,1,12,booking,2026-01-30,Pues [PERSONA] con el agua caliente.,es   ,2026-04-18 22:38:18.834 -0500
