"id","hotel_id","archivo_id","plataforma","fecha_review","texto_limpio","idioma","cargada_en","sentimiento","confianza"
21616,1,13,booking,2025-10-06,Buenas instalaciones en general. Demorado el servicio de habitaciones.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
20828,1,13,booking,2026-02-15,Pero la cama no era muy comoda. Las toallas y ropa de cama limpias.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
19062,1,13,booking,2026-02-26,Igual el servicio fue algo demorado. La atencion fue excelente.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17447,1,13,booking,2026-02-16,"Elcheck in fue rapido, sin embargo se escuchaba todo del pasillo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19021,1,13,booking,2026-02-15,Precio justo por lo que ofrece. igual se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
19671,1,13,booking,2026-03-26,El check in fue rapido. No habia aguacaliente en la mañana.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21043,1,13,booking,2026-01-13,La verdad el wifi era muy lento. Todo estuvo bien en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.937
21143,1,13,booking,2025-11-18,"La atencion fue excelente, pero la verdad la limpieza podria mejorar.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17475,1,13,booking,2026-01-20,Burna relación calidad precio. Falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.580
17076,1,13,booking,2025-12-14,"Buena ubicacion para moverse por la ciudad, igual el baño tenia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
21550,1,13,booking,2025-11-23,El colchon era comodisimo. Habia mucho ruifo en la noche.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.975
21769,1,13,booking,2026-03-26,Ambiente tranquilo y agradable. sin embargo el aire acondicionado hacia ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.989
19183,1,13,booking,2025-11-30,"Burn servucio de habitaciones, sin embargo habia olor raro en la habitacion.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18851,1,13,booking,2025-12-06,Me gusto el servicio. la verdad la cama no era muy commoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
21268,1,13,booking,2025-12-09,Todo estuvo bienen general. No pude dormir bien por el ruido y la comida se demoró bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
22150,1,13,booking,2026-03-26,Aunque igual las instalaciones estan algo viejas. Habitacion espaciosa y limpia.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.792
21225,1,13,booking,2026-02-16,"El parqueaderro fue util, aunque igual se escuchaba tOdo del pasillo y en recepción se demoraron demasiado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17910,1,13,booking,2025-10-17,La habitacion estaba limpia. La comida llego fria.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.982
21087,1,13,booking,2026-02-10,El wifi funcionaba bien. Poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.986
19524,1,13,booking,2025-10-11,"Muy buen hotel en general, aunque las instalacionesestan algo viejas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.877
17821,1,13,booking,2025-11-07,El cuarto era amplio. Poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
20705,1,13,booking,2026-04-17,"Limpieza impecable, sin embargo el servicio fue algo demoradoo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.985
17152,1,13,booking,2025-12-08,La ubicación es muy buena. El desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
21092,1,13,booking,2026-03-23,Pues Se escuchaba todo del pasillo y el peecio era algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.787
17908,1,13,booking,2026-03-05,El personal super amable y atento. igual se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
21148,1,13,booking,2026-03-18,Sin embargo no habia agua caliente en la manana. Me paarecio un hotel muy completo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18519,1,13,booking,2026-03-05,Limpieza impecable. igual la tv no funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18376,1,13,booking,2026-04-18,Muy bien ubicado cerca al centro. El bano estaba algo descuidado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.983
20474,1,13,booking,2026-04-17,Excelente ubicación cerca a todo. aunque igual la tv no funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.584
17996,1,13,booking,2026-04-07,Me gustó el servicio. eso si la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18117,1,13,booking,2026-01-07,Aunque igual la comida se demoro bastante. Muy buen hotel en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21926,1,13,booking,2025-10-13,Excelente ubicación cerca a todo. pero la verdad la comida se demoro bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
19477,1,13,booking,2026-01-02,El parqueadero fue util. sin embargo se escuchaba todo del pasillo y en recepción se demoraronn demasiadoo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18167,1,13,booking,2025-12-25,El wifi funcionaba bien. sin embargo nohabia agua caliente en la mañana.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.973
21959,1,13,booking,2026-02-18,Buensrelacion calidad precio. aunque igual habia humedadd en el cuarto.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.754
19093,1,13,booking,2025-12-08,Limpieza impecable. Se escuchaba todo delpasillo y el baño tenía problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18141,1,13,booking,2026-03-16,Pero el baño estaba algo descuidado. Todo estuvo bien en general.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.854
21145,1,13,booking,2026-01-31,"El desayuno estuvo muy rico, pero la atencion pudo ser mejor.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.823
20390,1,13,booking,2025-11-21,"El personal fue amable, eso si el precio era algo elevado para lo que ofrece.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.950
19251,1,13,booking,2026-01-15,La ubicación es muy buena. aunque falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.639
18785,1,13,booking,2025-12-06,Pero no pude dormir bien por el ruido y ls comida se demoró bastante. Limpieza impecable.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
17897,1,13,booking,2025-10-16,Igual el precio era algo elevado para lo que ofrece. El wifi funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.756
22169,1,13,booking,2025-12-28,"La habitacion estaba limpia, eso si en recepcion se demoraron demasiado",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17884,1,13,booking,2026-04-17,Aunque igual la cama no era muy comoda. La habitacion estaba limpia.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21343,1,13,booking,2026-03-28,Pero la verdad problemas con el agua caliente. El personal hizo todo lo posible por ayudar.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.878
20996,1,13,booking,2025-11-18,El personal fue amable. eso si demorado el servicio de habitaciones.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18036,1,13,booking,2026-01-16,Las camas eran cómodas. El personal no fue muy atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.984
21547,1,13,booking,2025-10-21,Elparqueadero fue util. Falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17718,1,13,booking,2025-12-16,Todo estuvo bien en general. aunque no pude dormir bien por el ruido y la comida se demoró bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.994
20179,1,13,booking,2026-04-02,La verdad Había muchp ruido rn la noche y la atención pudo ser mejor.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.823
19413,1,13,booking,2025-10-08,Cumple con lo que promete. El colchon estaba algo viejo y poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.901
21533,1,13,booking,2026-01-22,"Todo estuvo bien en general, pero la verdad habia humedad en eel cuarto.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.954
18924,1,13,booking,2026-01-19,Las toallas y ropa de cama limpias. sin embargo habia mucho ruido en la noche,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18729,1,13,booking,2025-12-26,La recepcionn fue muy cordial. El baño tenia peoblemas y los muebles estaban algo deterioraddos.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20764,1,13,booking,2026-02-22,Muy buena vista desde la habbitacion. la verdad el aire acondicionado hacia ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.954
17570,1,13,booking,2026-03-06,Buenas instakaciones en general. pero la verdad el parqueadero era muy pequeño.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.455
20387,1,13,booking,2025-12-20,La habitación rstaba limpia. No pude dormir biEn por el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19569,1,13,booking,2025-12-07,"Me gusto el servicio, eso si poca variedad en el desayuno.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20464,1,13,booking,2026-02-05,Buena ubicacion para moverse por la ciudad. la verdad no pude dormir bien por el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19931,1,13,booking,2026-02-09,Rxcelente ubicacion cerca a todo. la verdad el baño tenia problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21373,1,13,booking,2026-02-16,Muy bomitas las areas comunes. aunque falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.982
17406,1,13,booking,2025-10-07,Las camas eran cómodas. No pude dormir bien por el ruidoo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.934
19531,1,13,booking,2026-02-11,Muy bonitas las areas comunes. Falta mantrnimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.567
20978,1,13,booking,2026-03-11,El colchon era comodisimo. La comida se demoro bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17377,1,13,booking,2026-04-06,El personal hizo todo lo posible por ayudar. igual el bano tenia problemas,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17622,1,13,booking,2025-12-28,"Muy bonitas las areas comunes, eso si se escuchaba todo del pasillo y el baño tenía problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
22317,1,13,booking,2025-12-28,"Me gusto el servicio, pero el cuarto era muy pequeño.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.668
19143,1,13,booking,2026-02-23,La atencion fue excelente. pero el precio era algo elevado para lo que oofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17488,1,13,booking,2026-01-26,"El parqueadero fue util, la verdad no habia agua caliente en la mañana.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17486,1,13,booking,2026-04-11,Muy bien ubicado cerca al centro. Habia olor raro en la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19824,1,13,booking,2026-04-10,La ubicacion esmuy bueena. El precio era algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
18216,1,13,booking,2026-03-30,"La recepcion fue muy cordial, igual la puerta no cerraba bien.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21555,1,13,booking,2026-01-10,Sin embargo el bañoestaba algo descuidado. Habitacion espaciosa y limpia,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18232,1,13,booking,2026-01-21,Buenas instalaciones en general. El desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
19877,1,13,booking,2026-01-17,Muy bien ubicado cerca al centro. la verdad los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
21218,1,13,booking,2026-01-17,La ubicacion es muy buena. aunque habia olor raro en la habitacion.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.775
17242,1,13,booking,2025-12-06,Elpersonal fue muy amable. pero la verdad falta mantenimiento en alguunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17587,1,13,booking,2026-02-07,La ubicacion es muy buuena. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21697,1,13,booking,2026-01-15,"La habitación estaba limpia, aunque el colchon estaba algo viejo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.775
19106,1,13,booking,2026-01-12,"La habitacionestaba limpia, la verdad habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21972,1,13,booking,2026-02-12,"Buena relacion calidad precio, eso sí habia olor raro en la habitacion.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20918,1,13,booking,2026-04-09,"Precuo justo por lo que ofrece, aunque el baño teniaproblemAs.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
17660,1,13,booking,2026-04-03,El personal hizo todo lo posible por ayudar. El precio era algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.727
20900,1,13,booking,2025-12-09,"La recepcion fue muy cordial, sin embargo habia humedad en el cuaarto.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21299,1,13,booking,2025-12-01,Pero la verdad rl ascensor tardaba mucho. La atencion fueexcelente.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17649,1,13,booking,2026-04-13,Muy bien ubicado cerca al centro. la verdadel bano tenia problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19720,1,13,booking,2026-03-10,"La piscina estaba muy bien, aunque la comida llego fria.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.963
17601,1,13,booking,2025-12-17,"Laubicacion esmuy buena, igual demasiado ruido externo.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.982
17083,1,13,booking,2026-01-27,Buenas instalaciones en geneeal. Se escuchaba todo delpasillo y en eecepción se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
20317,1,13,booking,2025-11-17,"El personal fue amable, pero se escuchaba todo del pasillo y en recepción se demoraron demasiado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19008,1,13,booking,2025-10-06,Las toallas y ropa de cama limpias. la verdad el precio era algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.977
19834,1,13,booking,2026-02-14,"Muy buen hotel en general, igual el baño teNia problemas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17378,1,13,booking,2026-03-25,Precio justo por lo que ofrece. El wifi era muy lento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.721
20757,1,13,booking,2026-02-05,Buen servicio de habitaciones. la verdad problemas con el agua caliente.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17967,1,13,booking,2026-04-01,Eso si la comida se demoro bastante. El cuarto era amplio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
22392,1,13,booking,2026-02-20,El wifi funcionaba bien. la verdad los muebles estaban algo deteriorados.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.907
22334,1,13,booking,2026-01-09,Muy buen hotel en general. la verdad el precioera algo elevado para lo que ofrece.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.932
21397,1,13,booking,2026-04-18,"Limpieza impecable, la verdad poca variedad en el desayuno.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21178,1,13,booking,2025-12-29,Buena ubicacion para moverse por la ciudad. pero el baño tenia problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
20959,1,13,booking,2026-04-05,El personal fue amable. En recepcion se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
20034,1,13,booking,2026-02-07,Sin embargo habia olor raro en la habitacion. La ubicacion es muy buena.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.859
21922,1,13,booking,2025-10-07,El check in fue rapido. Demasiado ruido externo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.983
18335,1,13,booking,2025-10-19,Excelente ubicación cerca a todo. No pude dormir bien por el ruido y la comida se demoró bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
22198,1,13,booking,2026-03-27,El personal hizo todo lo posible por ayudar. pero la verdad el parqueadeRo era muy pequeño,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.982
18769,1,13,booking,2026-03-29,"El personal hizo todo lo posible por ayudar, sin embargo el desayuno no fue lo espeeado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.642
20849,1,13,booking,2026-01-23,"Muy buena vista desde la habitacion, la verdad poca variedad en el desayuno.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17533,1,13,booking,2026-01-20,"El parqueadero fue util, sin embargo habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18485,1,13,booking,2026-04-18,El personal hizo todo lo posible por ayudar. En recepcion se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
17387,1,13,booking,2025-10-20,"Las toallas y ropa de cama limpias,pero la verdad habia olor raro en la habitacion.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18147,1,13,booking,2026-04-02,Pues La atrncipn pudo ser mejor y en recepcion se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.584
19944,1,13,booking,2025-11-16,Muy buena vista desde la habitacion. La puerta no cerraba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17459,1,13,booking,2025-11-28,Sin embargo el colchon estaba algo viejoo. El personal super amable y atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.841
21485,1,13,booking,2025-12-23,Muy bien ubicado cerca al centro. Demasiado ruido externo y el desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21383,1,13,booking,2025-12-10,"Precio justo por lo que ofrece, eso sí el wifi era muy lento.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.800
21005,1,13,booking,2025-11-01,"Las toallas y ropa de cama limpias, pero la verdad el baño estaba algo descuidado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.651
19383,1,13,booking,2026-03-06,"Me gustó el servicio, pero la verdad el precio era algo elevado para loque ofrece.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.971
22366,1,13,booking,2025-11-17,Muy bonitas las areas comunes. Poca variedad en el desayuno.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18992,1,13,booking,2026-03-08,El restsurante del hotell estuvo rico. sin embargo la tv no funcionaba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.963
19575,1,13,booking,2025-11-19,Buena relacion calidad precio. El servicio fue algo demorado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
18754,1,13,booking,2026-01-05,Igual rl colcchon estaba algo viejo. El personal hizo todo lo posible poor ayudar.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.770
17340,1,13,booking,2026-01-15,"La ubicacion es muy buena, sin embargo en recepcion se demoraron demasiado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
22333,1,13,booking,2026-04-05,"La recepcion fue muy cordial, pero la comida llego fria",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.991
20440,1,13,booking,2026-03-05,El cplchon era comodisimo. Se escuchaba todo del pasillo y el baño tenía peoblemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
18477,1,13,booking,2025-11-06,"La recepcion fue muy cordial, igual no pude dormir bien por ell ruido.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17205,1,13,booking,2026-03-04,Excelente ubicación cerca a todo. lla verdad demasiado ruido externo,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.996
19087,1,13,booking,2026-03-27,Precio justo por lo que ofrece. la verdad las instalaciones estan aLgo viejas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21829,1,13,booking,2025-11-02,Eso si demorado el servicio de habitacionees. Megusto el servicio.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
22425,1,13,booking,2025-10-28,Sin embargo el baño estaba algo descuidado. El personal super amable y atento.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.609
21370,1,13,booking,2025-12-05,El colchon era comodisimo. eso sí la comida se demoro bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18240,1,13,booking,2026-02-10,Todo estuvo bien en general. No pudedormir bien por el ruido y la comida se demoró bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17920,1,13,booking,2026-03-05,El restaurante del hotel estuvo rico. pero la verdad demasiado ruido externo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21754,1,13,booking,2025-10-28,La ubicacion es muy buena. aunque el cOlchon estaba algo viejo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.599
17936,1,13,booking,2026-03-11,"Las camas eran comodaas, la verdad la comida llego fria.",pt   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
21700,1,13,booking,2025-10-04,"Rl check in fue rapido, aunque igual lss instalaciones estan algoviejas.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
17425,1,13,booking,2025-10-15,Buena ubicacion para moverse por la ciudad. igual falta mantenimiento en algunas areas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.943
20533,1,13,booking,2026-03-06,"La habitacion estaba limpia, peeo habia mucho ruido enla noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.992
18822,1,13,booking,2025-12-14,"El personal fue amable, eso si habia mucho ruido en la noche.",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
17829,1,13,booking,2026-04-04,Muy bien ubicado cerca al centro. eso sí la cama no era muy comoda.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.980
18834,1,13,booking,2025-12-29,El prrsonal fue muy amable. La puerta no cerraba bien.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.998
21333,1,13,booking,2026-03-29,La ubicacion es muy buena. la verdad en recepcion se demoraron demasiado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
18103,1,13,booking,2026-01-10,La habitación estaba limpia. aunque la comida llego friia.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.845
18664,1,13,booking,2025-11-08,Aunque igualdemasiado ruido externo y el desayuno no fue lo esperado. Excelente ubicacioncerca a todo.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20934,1,13,booking,2026-02-18,"La ubicación es muy buena, eso sí el desayuno no fue lo esperado.",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
20771,1,13,booking,2026-03-13,El restaurante del hotel estuvo rico. aunque la limpieza podria mejorar.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.990
21997,1,13,booking,2026-03-26,El personal super amable y atento. sin embargo las instalaciones estan algo viejas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
19783,1,13,booking,2026-04-07,Limpieza impecable. aunque igual la tv no funcionaba bienn,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.967
18505,1,13,booking,2025-12-07,La piscina estaba muy bien. El desayuno no fue lo esperado.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.659
22067,1,13,booking,2026-03-30,Pero el baño tenia problemas. El parqueadero fue util.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
21286,1,13,booking,2025-11-25,El desayuno estuvo muy rico. La comida se demoro bastante.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.960
20772,1,13,booking,2025-11-26,"El psrqueaadero fue util, sin embargo el parqueadero era muy pequeño",es   ,2026-04-20 19:40:47.798 -0500,neutro,1.000
21571,1,13,booking,2026-02-27,"Buena relacion calidad precio, igual las instalaciones estan algo viiejas",es   ,2026-04-20 19:40:47.798 -0500,neutro,0.706
20411,1,13,booking,2026-02-04,Buen servicio de habitaciones. El baño tenia problemas.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.999
20169,1,13,booking,2025-12-17,Buen servicio de habitaciones. No pude dormir bien ppor el ruido.,es   ,2026-04-20 19:40:47.798 -0500,neutro,0.997
